FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,RatingValue,RatingKey,RatingDate,HygieneScore,StructuralScore,ConfidenceInManagementScore,Latitude,Longitude
204631,05310/0000/0/C01,Green Park Brasserie,Restaurant/Cafe/Canteen,1,Green Park Brasserie 6 Green Park S,Green Park Road,City Centre,Bath,BA1 1JB,5,fhrs_5_en-GB,2014-02-05,0,0,0,51.38153800000000,51.38153800000000
204734,09/00062/MIXED,Green Park Express,Restaurant/Cafe/Canteen,1,Green Park Express South Platform,Green Park Road,City Centre,Bath,BA1 1JB,3,fhrs_3_en-GB,2012-10-08,10,5,10,51.38153800000000,51.38153800000000
204793,11/00129/MIXED,Green Park Organics,Mobile caterer,7846,Green Park Station,Green Park Road,City Centre,Bath,BA1 1JB,5,fhrs_5_en-GB,2011-10-22,5,5,5,51.38153800000000,51.38153800000000
642869,13/00201/MIXED,Green Shoots Pre-School,School/college/university,7845,Green Shoots Pre School,Beechen Cliff Methodist Church,Shakespeare Avenue,Bear Flat,BA2 4RF,4,fhrs_4_en-GB,2014-02-26,5,0,10,51.37337100000000,51.37337100000000
205451,08/00190/MIXED,Greenacres Court Extra Care,Hospitals/Childcare/Caring Premises,5,Greenacres Day Centre  Greenacres C,Greenacres,Midsomer Norton,Radstock,BA3 2FJ,5,fhrs_5_en-GB,2014-06-20,0,0,0,51.28550300000000,51.28550300000000
205425,15674/0268/0/000,Greenfields,Hotel/bed & breakfast/guest house,7842,268 Bath Road,Keynsham,Bristol,Bath And North East Somerset,BS31 1TG,5,fhrs_5_en-GB,2008-10-14,5,5,5,51.40895700000000,51.40895700000000
520689,12/00257/MIXED,Greenlands Bed And Breakfast,Hotel/bed & breakfast/guest house,7842,Greenlands,Stanton Road,Stanton Drew,Bristol,BS39 4ES,5,fhrs_5_en-GB,2013-02-28,5,5,5,51.37105500000000,51.37105500000000
205258,04770/0001/0/000,Greenways,Hotel/bed & breakfast/guest house,7842,1 Forester Road,Bathwick,Bath,"",BA2 6QF,4,fhrs_4_en-GB,2012-09-11,5,5,10,51.38828700000000,51.38828700000000
204936,15770/0042/A/000,Greggs,Retailers - other,4613,Greggs Bakery 42A High Street,Keynsham,Bristol,"",BS31 1DX,5,fhrs_5_en-GB,2013-07-01,5,5,0,51.41548000000000,51.41548000000000
204392,08530/0044/0/000,Greggs,Retailers - other,4613,Greggs Plc,44 Moorland Road,Oldfield Park,Bath,BA2 3PN,5,fhrs_5_en-GB,2012-05-25,0,0,0,51.37710500000000,51.37710500000000
205203,14120/0008/0/000,Greggs Plc,Retailers - other,4613,Greggs,8 Westgate Street,City Centre,Bath,BA1 1EQ,5,fhrs_5_en-GB,2014-03-04,5,5,5,51.38134800000000,51.38134800000000
204632,05750/1600/2/000,Greystones Home For The Elderly,Hospitals/Childcare/Caring Premises,5,Greystones,Hayesfield Park,Lyncombe,Bath,BA2 4QE,5,fhrs_5_en-GB,2012-03-22,0,0,5,51.37537000000000,51.37537000000000
554691,13/00050/MIXED,Grillstock,Mobile caterer,7846,"","","","","",5,fhrs_5_en-GB,2013-06-04,5,5,5,"",""
681670,14/00228/MIXED,Grillstock Smokehouse,Restaurant/Cafe/Canteen,1,4 Brunel Square,Bath,"","",BA1 1SX,4,fhrs_4_en-GB,2014-06-23,5,10,5,51.37760900000000,51.37760900000000
205581,06940/0011/0/000,Grove Lodge Guest House,Hotel/bed & breakfast/guest house,7842,Grove Lodge,11 Lambridge,Lambridge,Bath,BA1 6BJ,4,fhrs_4_en-GB,2012-08-15,5,5,10,51.39586900000000,51.39586900000000
615548,13/00211/MIXED,Guildhall Deli,Retailers - other,4613,Guildhall Market,High Street,City Centre,Bath,BA2 4AW,5,fhrs_5_en-GB,2013-11-25,0,5,5,51.38241800000000,51.38241800000000
203942,06010/1100/3/026,Guildhall Market Cafe,Restaurant/Cafe/Canteen,1,Guildhall Market Cafe  Guildhall Ma,High Street,City Centre,Bath,BA2 4AW,4,fhrs_4_en-GB,2014-03-05,5,5,10,51.38241800000000,51.38241800000000
642878,14/00073/MIXED,Guinea Lane Nursery,School/college/university,7845,St Marys Church Hall,Guinea Lane,City Centre,Bath,BA1 5NB,5,fhrs_5_en-GB,2014-03-03,0,5,0,51.38753700000000,51.38753700000000
204594,10/00117/MIXED,Hall & Woodhouse,Restaurant/Cafe/Canteen,1,Hall And Woodhouse,1 Old King Street,City Centre,Bath,BA1 2JW,5,fhrs_5_en-GB,2012-12-07,"","","",51.38382600000000,51.38382600000000
409465,12/00012/MIXED,Hampset Cricket Club,Pub/bar/nightclub,7843,Bloomfield Rise,Bloomfield,Bath,Bath And North East Somerset,BA2 2BL,5,fhrs_5_en-GB,2012-06-19,0,0,0,51.36302500000000,51.36302500000000
205738,14720/0009/0/000,Hands Cafe,Restaurant/Cafe/Canteen,1,Hands Cafe,1 Abbey Street,City Centre,Bath,BA1 1NN,4,fhrs_4_en-GB,2014-06-23,"","","",51.38078000000000,51.38078000000000
205250,03290/0032/A/000,Happy Garden,Takeaway/sandwich shop,7844,32A Coronation Avenue,Southdown,Bath,"",BA2 2JW,4,fhrs_4_en-GB,2010-01-27,5,5,10,51.37237200000000,51.37237200000000
539813,13/00085/MIXED,Hardys Original Sweet Shop,Retailers - other,4613,26 Westgate Street,City Centre,Bath,"",BA1 1EP,5,fhrs_5_en-GB,2013-04-16,5,5,5,51.38149100000000,51.38149100000000
428852,12/00192/MIXED,Hare And Hounds Public House,Pub/bar/nightclub,7843,Hare & Hounds,Lansdown Road,Lansdown,Bath,BA1 5TJ,4,fhrs_4_en-GB,2012-07-12,5,10,5,51.40339000000000,51.40339000000000
204286,05630/1105/0/000,Harington Club,Other catering premises,7841,5 - 6 Harington Place,Bath,"","",BA1 1HF,3,fhrs_3_en-GB,2013-03-04,10,10,5,51.38278400000000,51.38278400000000
205246,10340/0008/0/000,Haringtons Hotel,Hotel/bed & breakfast/guest house,7842,8 - 10 Queen Street,City Centre,Bath,"",BA1 1HE,5,fhrs_5_en-GB,2012-09-27,5,5,5,51.38273200000000,51.38273200000000
204317,01560/0171/0/000,Harrys,Takeaway/sandwich shop,7844,Harry's Fish & Chip Shop,171 Bradford Road,Combe Down,Bath,BA2 5BT,3,fhrs_3_en-GB,2013-12-18,10,10,10,51.36025400000000,51.36025400000000
205636,13700/0037/0/000,Harvest Natural Foods,Retailers - other,4613,37 Walcot Street,Bath,"","",BA1 5BN,5,fhrs_5_en-GB,2011-03-08,5,0,0,51.38487800000000,51.38487800000000
204725,11860/0038/0/000,Hawes Whiston And Co Chemist,Retailers - other,4613,Hawes Whiston & Co Pharmacy,38 St James's Square,Lansdown,Bath,BA1 2TU,Exempt,fhrs_exempt_en-GB,2014-02-20,"","","",51.38852900000000,51.38852900000000
204945,11/00001/MIXED,Hawkins Of Bath,Hotel/bed & breakfast/guest house,7842,88 Newbridge Road,Newbridge,Bath,"",BA1 3LA,5,fhrs_5_en-GB,2014-02-21,5,5,5,51.38449300000000,51.38449300000000
204087,08/00245/MIXED,Hawthorns Court,Hospitals/Childcare/Caring Premises,5,Hawthorn Court,Hawthorns Lane,Keynsham,Bristol,BS31 1BF,5,fhrs_5_en-GB,2012-09-28,0,0,5,51.41213600000000,51.41213600000000
204251,04810/0000/2/000,Hay Hill Baptist Church,Other catering premises,7841,Fountain Buildings,City Centre,Bath,Bath And North East Somerset,BA1 5DU,5,fhrs_5_en-GB,2014-03-21,5,5,5,51.38576500000000,51.38576500000000
204225,15849/9299/2/000,Haydon Que And Social Club,Other catering premises,7841,Haydon Que Club,Kilmersdon Road,Radstock,Bath And North East Somerset,BA3 3QR,5,fhrs_5_en-GB,2014-03-03,5,5,5,51.28144300000000,51.28144300000000
205034,01830/1600/0/000,Hayesfield Girls Lower School,School/college/university,7845,Hayesfield Girls' School,Brougham Hayes,Westmoreland,Bath,BA2 3QX,5,fhrs_5_en-GB,2014-06-23,5,5,5,51.37909100000000,51.37909100000000
204015,13420/1200/0/000,Hayesfield Girls Upper/Secondary School,School/college/university,7845,Hayesfield School,Upper Oldfield Park,Oldfield Park,Bath,BA2 3LA,5,fhrs_5_en-GB,2014-07-16,5,0,5,51.37631600000000,51.37631600000000
204493,15640/1200/2/000,Haynes,Takeaway/sandwich shop,7844,The Haynes,New Road,High Littleton,"",BS39 6JH,4,fhrs_4_en-GB,2014-04-22,"","","",51.32549200000000,51.32549200000000
205253,11/00029/MIXED,Hazelmeir Day Centre,Other catering premises,7841,Cleeve Court Care Home,Cleeve Green,Twerton,Bath,BA2 1RS,5,fhrs_5_en-GB,2014-07-31,0,0,0,51.38079600000000,51.38079600000000
204106,06/00261/MIXED,Head Office,Mobile caterer,7846,Church View Cottage,Bath Road,Farmborough,Bath,BA2 0BU,5,fhrs_5_en-GB,2013-11-08,5,5,5,51.34532100000000,51.34532100000000
204043,10/00044/MIXED,Healthy Lifestyle Service - Cook It,Other catering premises,7841,St Martin's Hospital Pct Headquarte,Clara Cross Lane,Odd Down,Bath,BA2 5RP,5,fhrs_5_en-GB,2014-02-25,0,0,0,51.35779900000000,51.35779900000000
205098,00730/4700/2/000,Heather House,Hospitals/Childcare/Caring Premises,5,Heather House Nursing Home,Bannerdown Road,Batheaston,Bath,BA1 7PL,5,fhrs_5_en-GB,2014-02-04,0,0,0,51.40564300000000,51.40564300000000
203920,08/00211/MIXED,Heavenly Hedgerows,Mobile caterer,7846,"","","","","",5,fhrs_5_en-GB,2014-04-03,5,5,5,"",""
683249,14/00242/MIXED,Henny & Joe's,Manufacturers/packers,7839,The Chelsea Cafe,8E Chelsea Road,Newbridge,Bath,BA1 3DU,Exempt,fhrs_exempt_en-GB,2014-07-14,"","","",51.38510100000000,51.38510100000000
481989,10/00088/MIXED,Henrietta House,Hotel/bed & breakfast/guest house,7842,Henrietta House Residential Home,33 Henrietta Street,Bathwick,Bath,BA2 6LR,4,fhrs_4_en-GB,2012-10-24,5,10,5,51.38437600000000,51.38437600000000
204399,05860/0006/0/000,Henry Guest House,Hotel/bed & breakfast/guest house,7842,6 Henry Street,City Centre,Bath,"",BA1 1JT,5,fhrs_5_en-GB,2014-04-22,5,5,5,51.37997400000000,51.37997400000000
530426,12/00165/MIXED,Herbies,Other catering premises,7841,5 Moorland Road,Oldfield Park,Bath,Bath And North East Somerset,BA2 3PJ,4,fhrs_4_en-GB,2013-03-26,5,5,10,51.37679800000000,51.37679800000000
565703,12/00297/MIXED,Here We Grow Pre-School,Hospitals/Childcare/Caring Premises,5,Saltford Community Centre,Wedmore Road,Saltford,Bristol,BS31 3BY,5,fhrs_5_en-GB,2013-06-24,5,5,5,51.40575400000000,51.40575400000000
205466,10/00009/MIXED,High Beeches,Hotel/bed & breakfast/guest house,7842,156 Midford Road,South Stoke,Bath,Bath And North East Somerset,BA2 5SE,5,fhrs_5_en-GB,2014-03-12,5,5,5,51.35377500000000,51.35377500000000
205514,15310/1800/3/C01,High Littleton Methodist Church Hall,Other catering premises,7841,High Littleton Methodist Church,High Street,High Littleton,Bristol,BS39 6JD,5,fhrs_5_en-GB,2014-02-20,5,5,5,51.32379300000000,51.32379300000000
204833,15310/1700/2/000,High Littleton Post Office,Retailers - other,4613,Post Office,High Street,High Littleton,"",BS39 6JD,5,fhrs_5_en-GB,2014-03-05,5,5,0,51.32379300000000,51.32379300000000
204466,16171/0024/0/000,High Littleton Recreation Club,Other catering premises,7841,Butlass Close,High Littleton,Bristol,Bath And North East Somerset,BS39 6HD,Exempt,fhrs_exempt_en-GB,2014-03-14,"","","",51.32145400000000,51.32145400000000
204226,15852/9032/2/000,High Littleton School,School/college/university,7845,High Littleton Vc Primary School,Church Hill,High Littleton,Bristol,BS39 6HF,4,fhrs_4_en-GB,2013-05-13,0,10,0,51.48062515258789,51.48062515258789
491464,12/00308/MIXED,High Street Store,Retailers - other,4613,108 High Street,Twerton,Bath,Bath And North East Somerset,BA2 1DB,4,fhrs_4_en-GB,2012-12-17,5,5,10,51.37971300000000,51.37971300000000
204838,13950/0143/0/000,Highways House,Hotel/bed & breakfast/guest house,7842,143 Wells Road,Lyncombe,Bath,"",BA2 3AL,5,fhrs_5_en-GB,2013-08-22,5,5,5,51.37528500000000,51.37528500000000
359672,12/00190/MIXED,Hill House Guest Accomodation,Hotel/bed & breakfast/guest house,7842,Hill House,25 Belvedere,Lansdown,Bath,BA1 5ED,5,fhrs_5_en-GB,2012-05-08,0,0,0,51.38819000000000,51.38819000000000
205381,14330/1000/2/000,Hillier Garden Centre Coffee Shop,Restaurant/Cafe/Canteen,1,Coffee Shop  Hillier Garden Centre,Whiteway Road,Whiteway,Bath,BA2 2RG,5,fhrs_5_en-GB,2014-01-21,0,0,0,51.36904700000000,51.36904700000000
204577,08/00010/MIXED,Hillview Lodge,Hospitals/Childcare/Caring Premises,5,Royal United Hospital,Lower Weston,Bath,Bath And North East Somerset,BA1 3NG,5,fhrs_5_en-GB,2013-07-08,0,0,0,51.39167400000000,51.39167400000000
204138,13700/1300/2/000,Hilton National Hotel,Hotel/bed & breakfast/guest house,7842,Walcot Street,City Centre,Bath,"",BA1 5BJ,5,fhrs_5_en-GB,2014-04-08,5,5,0,51.38447600000000,51.38447600000000
205469,04/00064/FOOD,Hinton Charterhouse Cricket Club,Other catering premises,7841,Cricket Pavilion,Branch Road,Hinton Charterhouse,Bath,BA2 7SZ,4,fhrs_4_en-GB,2014-03-10,5,10,5,51.32446900000000,51.32446900000000
204808,04/00027/FOOD,Hinton Charterhouse Post Office,Retailers - other,4613,The Post Office,High Street,Hinton Charterhouse,"",BA2 7SN,5,fhrs_5_en-GB,2014-02-20,5,5,5,51.32244900000000,51.32244900000000
205537,11830/0047/0/000,Hobgoblin Public House,Pub/bar/nightclub,7843,Hobgoblin,47 St James's Parade,City Centre,Bath,BA1 1UQ,4,fhrs_4_en-GB,2012-02-27,5,10,5,51.37971300000000,51.37971300000000
605849,13/00192/MIXED,Hoi Faan Restaurant,Restaurant/Cafe/Canteen,1,Hoi Faan,41 - 42 St James's Parade,Bath,"",BA1 1UQ,4,fhrs_4_en-GB,2013-08-20,5,5,10,51.37971300000000,51.37971300000000
204318,01830/1700/3/C01,Holiday Inn Express Hotel,Hotel/bed & breakfast/guest house,7842,Brougham Hayes,Westmoreland,Bath,Bath And North East Somerset,BA2 3QU,5,fhrs_5_en-GB,2011-04-04,5,5,5,51.38031600000000,51.38031600000000
205307,12220/0042/0/000,Holland & Barrett,Retailers - other,4613,42 Stall Street,City Centre,Bath,"",BA1 1QH,5,fhrs_5_en-GB,2014-02-18,5,5,5,51.38125200000000,51.38125200000000
204701,15697/9118/3/011,Holly Court Diner,Restaurant/Cafe/Canteen,1,11 Holly Court,High Street,Midsomer Norton,"",BA3 2DB,5,fhrs_5_en-GB,2013-09-26,5,5,5,51.28568400000000,51.28568400000000
668099,14/00082/MIXED,Home From Home,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2014-04-11,5,5,5,"",""
205667,07/00218/FOOD,Homebase Ltd,Retailers - other,4613,Pines Way,Westmoreland,Bath,Bath And North East Somerset,BA2 3ET,Exempt,fhrs_exempt_en-GB,2014-03-10,"","","",51.38164800000000,51.38164800000000
205467,11/00151/FOOD,Homemade At Rainbow Cottage,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2011-08-18,5,5,5,"",""
205689,10/00301/FOOD,Homemaker Workshops And Crafty Partys,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2014-02-28,5,5,5,"",""
203934,10/00063/MIXED,Hon Fusion,Restaurant/Cafe/Canteen,1,25 Claverton Buildings,Widcombe,Bath,Bath And North East Somerset,BA2 4LD,1,fhrs_1_en-GB,2013-08-27,15,10,20,51.37668400000000,51.37668400000000
205416,11600/0033/0/000,Hong Kong Bistro,Restaurant/Cafe/Canteen,1,Hong Kong Bistro 33 Southgate Stree,Bath,"","",BA1 1TP,2,fhrs_2_en-GB,2013-03-19,15,10,10,51.37816100000000,51.37816100000000
203946,11/00184/MIXED,Hong Kong Chef,Takeaway/sandwich shop,7844,5 St Saviour's Road,Larkhall,Bath,Bath And North East Somerset,BA1 6RT,4,fhrs_4_en-GB,2012-01-17,5,10,5,51.39684500000000,51.39684500000000
205622,15603/0001/0/000,Hong Kong Chef,Takeaway/sandwich shop,7844,Main Road,Temple Cloud,Bath And North East Somerset,"",BS39 5DF,3,fhrs_3_en-GB,2013-03-08,10,10,10,51.32183200000000,51.32183200000000
204505,00170/0009/0/000,Hop Pole Inn,Pub/bar/nightclub,7843,The Hop Pole Public House 7 Albion,Upper Bristol Road,Lower Weston,Bath,BA1 3AR,5,fhrs_5_en-GB,2013-07-02,5,5,5,51.38508000000000,51.38508000000000
204853,14910/7400/2/000,Hope And Anchor,Pub/bar/nightclub,7843,Hope & Anchor,Midford Road,Midford,"",BA2 7DD,4,fhrs_4_en-GB,2014-03-17,5,5,10,51.34470600000000,51.34470600000000
520707,12/00368/MIXED,Hope Cafe,Other catering premises,7841,St Andrew's Community Church,Hawthorn Grove,Combe Down,Bath,BA2 5QA,5,fhrs_5_en-GB,2013-02-22,0,0,5,51.35966400000000,51.35966400000000
205530,13960/0098/0/000,Hopscotch (Bath) Ltd,Hospitals/Childcare/Caring Premises,5,Hopscotch Nursery School,98 Wellsway,Bath,Bath And North East Somerset,BA2 4SD,5,fhrs_5_en-GB,2014-01-29,5,5,0,51.36564800000000,51.36564800000000
530429,12/00255/MIXED,Hot Sausage Company Bath,Mobile caterer,7846,Pitch 18,Street Trading,Bath,Bath And North East Somerset,"",5,fhrs_5_en-GB,2013-03-20,5,5,5,"",""
447653,12/00238/MIXED,Hotcha,Takeaway/sandwich shop,7844,44A Temple Street,Keynsham,"","",BS31 1EH,3,fhrs_3_en-GB,2012-09-13,10,10,10,51.41329900000000,51.41329900000000
205027,10/00303/MIXED,Hotel Chocolat,Retailers - other,4613,14 Southgate Place,Bath,"","",BA1 1AP,5,fhrs_5_en-GB,2014-04-28,5,5,5,51.37857000000000,51.37857000000000
204633,07450/0014/0/000,Hudson Bar And Grill,Restaurant/Cafe/Canteen,1,Hudson Bar And Grill,14 London Street,Walcot,Bath,BA1 5BU,5,fhrs_5_en-GB,2009-09-17,5,0,0,51.38890000000000,51.38890000000000
204702,15759/9123/2/000,Hunters Rest,Pub/bar/nightclub,7843,The Hunters Rest Inn,King Lane,Clutton,Bristol,BS39 5QL,4,fhrs_4_en-GB,2013-09-06,5,10,5,51.33835200000000,51.33835200000000
204234,15461/0014/0/000,Iceland Frozen Foods Plc,Retailers - supermarkets/hypermarkets,7840,Iceland Foods Plc,14 - 18 Temple Street,Keynsham,"",BS31 1EG,5,fhrs_5_en-GB,2014-03-24,5,5,0,51.41415200000000,51.41415200000000
204069,05490/0002/0/000,Iceland Frozen Foods Plc,Retailers - supermarkets/hypermarkets,7840,Iceland Foods Plc,4 Ham Gardens,City Centre,Bath,BA1 1PS,4,fhrs_4_en-GB,2012-07-23,5,10,5,51.37956000000000,51.37956000000000
520716,13/00040/MIXED,Independent Spirit Of Bath,Retailers - other,4613,7 Terrace Walk,City Centre,Bath,"",BA1 1LN,5,fhrs_5_en-GB,2013-03-06,0,0,0,51.38115200000000,51.38115200000000
204277,11/00234/MIXED,Indulgence Cafe,Restaurant/Cafe/Canteen,1,Indulgence Café,31 Bathwick Street,Bathwick,Bath,BA2 6NZ,5,fhrs_5_en-GB,2013-09-04,"","","",51.38674500000000,51.38674500000000
205280,10/00386/FOOD,Indus Catering,Other catering premises,7841,"","","","","",3,fhrs_3_en-GB,2010-11-30,10,10,10,"",""
204139,17882/9039/2/000,Inn Public House,Pub/bar/nightclub,7843,The Inn,The Hill,Freshford,Bath,BA2 7WG,3,fhrs_3_en-GB,2012-12-14,5,10,10,51.33933700000000,51.33933700000000
205206,M00800/0032/0/000,Intermezzo Express,Takeaway/sandwich shop,7844,32 Barton Street,City Centre,Bath,Bath And North East Somerset,BA1 1HH,5,fhrs_5_en-GB,2012-06-08,5,5,5,51.38290000000000,51.38290000000000
204527,06460/1000/2/000,Ivy Bank House Residential Home,Hospitals/Childcare/Caring Premises,5,Ivybank House,Ivy Bank Park,Lyncombe,Bath,BA2 5NF,5,fhrs_5_en-GB,2012-03-16,0,0,0,51.36378100000000,51.36378100000000
447652,12/00178/MIXED,Ivy Bath,Restaurant/Cafe/Canteen,1,15 Argyle Street,Bathwick,Bath,"",BA2 4BQ,5,fhrs_5_en-GB,2012-09-19,0,0,5,51.38321400000000,51.38321400000000
204012,16785/2300/2/000,J A Lovell,Retailers - other,4613,Lower Barrow Hill Farm,Bath Road,Farmborough,"",BA2 0BL,5,fhrs_5_en-GB,2009-04-01,5,5,5,51.34063800000000,51.34063800000000
205025,07/00336/MIXED,J R Refreshments,Mobile caterer,7846,"","","","","",5,fhrs_5_en-GB,2013-04-11,5,5,5,"",""
205243,05/00243/MIXED,J Sainsbury,Retailers - supermarkets/hypermarkets,7840,Sainsburys Supermarket The Hollies,High Street,Midsomer Norton,Radstock,BA3 2DT,5,fhrs_5_en-GB,2013-04-24,5,0,5,51.28634500000000,51.28634500000000
204575,04/00022/FOOD,J Sainsbury Plc,Retailers - supermarkets/hypermarkets,7840,Sainsburys Supermarkets Limited  Gr,Green Park Road,City Centre,Bath,BA1 2DR,5,fhrs_5_en-GB,2013-04-11,0,0,0,51.38120900000000,51.38120900000000
205680,05/00228/MIXED,Jacarandas,Restaurant/Cafe/Canteen,1,109B High Street,Midsomer Norton,Radstock,"",BA3 2DA,5,fhrs_5_en-GB,2013-12-10,5,5,5,51.28600000000000,51.28600000000000
204651,10/00129/FOOD,Jacarandas (Home Caterer),Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2012-08-15,5,5,5,"",""
204078,09090/1100/3/C01,Jack And Jill Playgroup,Other catering premises,7841,Jack & Jill Playgroup  Batheaston M,Northend,Batheaston,Bath,BA1 7EN,Exempt,fhrs_exempt_en-GB,2014-02-10,"","","",51.40749900000000,51.40749900000000
205407,15697/0044/0/000,Jackie Chan Takeaway,Restaurant/Cafe/Canteen,1,Jackie Chan Take Away 44 High Stree,Midsomer Norton,Radstock,"",BA3 2DL,5,fhrs_5_en-GB,2010-10-13,5,5,5,51.28870800000000,51.28870800000000
204175,11/00043/MIXED,Jacob's Coffee House,Restaurant/Cafe/Canteen,1,6 Abbey Churchyard,City Centre,Bath,"",BA1 1LY,5,fhrs_5_en-GB,2013-01-02,5,5,5,51.38152400000000,51.38152400000000
204940,15141/0505/0/000,Jade Garden,Takeaway/sandwich shop,7844,505 Bath Road,Saltford,"","",BS31 3HQ,5,fhrs_5_en-GB,2010-07-13,5,5,5,51.40180600000000,51.40180600000000
204649,08/00198/MIXED,Jamie's Italian,Restaurant/Cafe/Canteen,1,Jamie's Italian,10 Milsom Place,City Centre,Bath,BA1 1BZ,5,fhrs_5_en-GB,2013-07-09,5,5,0,51.38385000000000,51.38385000000000
204789,06010/0009/0/000,Jamuna Restaurant,Restaurant/Cafe/Canteen,1,Jamuna Indian Restaurant,9 - 10 High Street,City Centre,Bath,BA1 5AQ,3,fhrs_3_en-GB,2012-09-06,10,10,10,51.38191200000000,51.38191200000000
204296,05/00191/FOOD,Jane Austen Centre,Restaurant/Cafe/Canteen,1,40 Gay Street,City Centre,Bath,"",BA1 2NT,3,fhrs_3_en-GB,2013-08-27,10,5,10,51.38434600000000,51.38434600000000
554686,13/00031/FOOD,Jan's Cakes,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2013-05-21,5,5,5,"",""
205475,10/00279/MIXED,Java Coffee House,Other catering premises,7841,3 New Street,City Centre,Bath,"",BA1 2AF,3,fhrs_3_en-GB,2013-03-20,10,10,10,51.38127800000000,51.38127800000000
205140,09/00220/FOOD,Jayden Caterers,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2010-02-01,5,5,5,"",""
205086,09/00017/FOOD,Jazz Cafe,Restaurant/Cafe/Canteen,1,1 Kingsmead Street,Bath,"","",BA1 2AA,5,fhrs_5_en-GB,2013-08-05,"","","",51.38147600000000,51.38147600000000
666597,14/00161/MIXED,Jen's Diner,Restaurant/Cafe/Canteen,1,Avon Valley Country Park,Pixash Lane,Keynsham,Bristol,BS31 1TP,5,fhrs_5_en-GB,2014-05-21,5,5,5,51.41214700000000,51.41214700000000
683251,16161/1100/3/000,Jewsons Limited,Retailers - other,4613,Jewson Ltd,Broadmead Lane,Keynsham,Bristol,BS31 1SA,Exempt,fhrs_exempt_en-GB,2014-07-14,"","","",51.41448000000000,51.41448000000000
520700,12/00332/MIXED,Jika Jika,Other catering premises,7841,3 Brunel Square,Bath,"","",BA1 1SX,4,fhrs_4_en-GB,2013-03-05,5,10,5,51.37744200000000,51.37744200000000
244512,12/00088/FOOD,Jimmy B's Cafe,School/college/university,7845,The Royal High School,Lansdown Road,Lansdown,Bath,BA1 5SZ,5,fhrs_5_en-GB,2012-02-06,5,5,5,51.39720600000000,51.39720600000000
359656,12/00090/FOOD,Jimmy Jays,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2012-04-17,0,5,0,"",""
204063,10/00378/MIXED,Jimmy's World Grill And Bar,Restaurant/Cafe/Canteen,1,Jimmy World Grill And Bar,6 - 8 Dorchester Street,Bath,"",BA1 1SS,5,fhrs_5_en-GB,2014-07-15,5,5,0,51.37823800000000,51.37823800000000
204254,05/00023/FOOD,John Rennie,Mobile caterer,7846,John Rennie Canal Cruises,Sydney Wharf,Bathwick,Bath,BA2 4EL,5,fhrs_5_en-GB,2011-03-24,5,0,0,51.38281400000000,51.38281400000000
244498,11/00178/FOOD,Jolly Good Puds,Mobile caterer,7846,"","","","","",5,fhrs_5_en-GB,2012-02-27,5,5,5,"",""
204724,16463/2000/2/000,Jolly Sailor,Pub/bar/nightclub,7843,Jolly Sailor Inn,Mead Lane,Saltford,Bristol,BS31 3ER,5,fhrs_5_en-GB,2013-11-18,"","","",51.41132400000000,51.41132400000000
205679,05/00200/MIXED,Jollys Of Bath,Retailers - other,4613,Jolly's,7 - 14 Milsom Street,City Centre,Bath,BA1 1DD,Exempt,fhrs_exempt_en-GB,2014-03-03,"","","",51.38392700000000,51.38392700000000
