FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,RatingValue,RatingKey,RatingDate,HygieneScore,StructuralScore,ConfidenceInManagementScore,Latitude,Longitude
205375,01590/0006/0/000,La Bottega,Distributors/Transporters,7,6 Brassmill Enterprise Centre,Brassmill Trading Estate,Newbridge,Bath,BA1 3JN,5,fhrs_5_en-GB,2013-05-21,"","","",51.38550700000000,51.38550700000000
204172,09150/0014/0/000,La Croissanterie,Takeaway/sandwich shop,7844,14 Northumberland Place,Bath,"","",BA1 5AR,5,fhrs_5_en-GB,2014-01-28,"","","",51.38240500000000,51.38240500000000
205591,11/00071/MIXED,La Perla,Restaurant/Cafe/Canteen,1,12A North Parade,City Centre,Bath,"",BA2 4AL,5,fhrs_5_en-GB,2014-04-17,"","","",51.38068900000000,51.38068900000000
520698,12/00327/MIXED,La Tasca,Restaurant/Cafe/Canteen,1,Grand Parade,City Centre,Bath,"",BA2 4DF,5,fhrs_5_en-GB,2013-01-24,0,5,0,51.38231200000000,51.38231200000000
204135,14120/0016/0/000,Ladbrokes,Retailers - other,4613,Ladbrokes Racing Ltd,16 Westgate Street,City Centre,Bath,BA1 1EQ,Exempt,fhrs_exempt_en-GB,2014-03-26,"","","",51.38134800000000,51.38134800000000
205373,07/00009/FOOD,Lakeland Limited,Retailers - other,4613,Lakeland,21 New Bond Street,City Centre,Bath,BA1 1BA,Exempt,fhrs_exempt_en-GB,2014-02-21,"","","",51.38319500000000,51.38319500000000
205483,10/00388/MIXED,Lamb And Lion,Pub/bar/nightclub,7843,Lamb & Lion,15 Lower Borough Walls,City Centre,Bath,BA1 1QU,5,fhrs_5_en-GB,2013-04-18,5,5,0,51.37985100000000,51.37985100000000
205626,15675/0000/2/000,Lamb Inn,Pub/bar/nightclub,7843,Lamb Hotel,Chapel Road,Clandown,Radstock,BA3 3BP,3,fhrs_3_en-GB,2012-10-22,10,10,10,51.30020700000000,51.30020700000000
204331,15704/9196/2/000,Lamb Inn,Pub/bar/nightclub,7843,Lamb Hotel,Park Road,Paulton,"",BS39 7QQ,3,fhrs_3_en-GB,2012-05-28,5,10,10,51.30604500000000,51.30604500000000
244506,12/00101/MIXED,Lamp Post Villa,Hotel/bed & breakfast/guest house,7842,3 Crescent Gardens,Kingsmead,Bath,Bath And North East Somerset,BA1 2NA,5,fhrs_5_en-GB,2012-03-16,5,5,5,51.38397300000000,51.38397300000000
462987,12/00304/MIXED,Langford Farm Organic,Distributors/Transporters,7,Langford Farm,Woollard Lane,Woollard,Bristol,BS39 4HT,4,fhrs_4_en-GB,2012-09-25,5,10,5,51.37919200000000,51.37919200000000
633691,14/00005/MIXED,Langsfords Preserves,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2014-02-05,5,5,5,"",""
203964,03200/1000/2/000,Lansdown Cricket Club,Other catering premises,7841,Combe Park,Lower Weston,Bath,Bath And North East Somerset,BA1 3NE,3,fhrs_3_en-GB,2011-12-07,5,10,10,51.38768600000000,51.38768600000000
688883,14/00114/MIXED,Lansdown Golf Club (Filers Catering (Bath) Ltd),Restaurant/Cafe/Canteen,1,Lansdown Golf Club,Lansdown Road,Charlcombe,Bath,BA1 9BT,5,fhrs_5_en-GB,2014-07-31,5,5,5,51.41623200000000,51.41623200000000
205578,07120/8800/2/000,Lansdown Grove Hotel,Hotel/bed & breakfast/guest house,7842,Lansdown Road,Lansdown,Bath,"",BA1 5EH,5,fhrs_5_en-GB,2012-01-11,0,5,0,51.39080000000000,51.39080000000000
204194,07/00204/FOOD,Lansdown Restaurant,Restaurant/Cafe/Canteen,1,Central Wing,Royal United Hospital,Lower Weston,Bath,BA1 3NG,5,fhrs_5_en-GB,2013-02-14,0,0,0,51.39167400000000,51.39167400000000
203987,09100/1300/2/000,Lansdown Tennis And Squash Club,Other catering premises,7841,Lansdown Lawn Tennis & Squash Racqu,Northfields,Lansdown,Bath,BA1 5TN,5,fhrs_5_en-GB,2012-07-27,0,5,0,51.39611100000000,51.39611100000000
205718,06950/0001/0/000,Larkhall Butchers,Retailers - other,4613,Larkhall Butchers 1 Lambridge Build,Larkhall,Bath,"",BA1 6RS,5,fhrs_5_en-GB,2013-04-09,5,5,5,51.39706900000000,51.39706900000000
204085,12100/3100/0/000,Larkhall Inn,Pub/bar/nightclub,7843,St Saviour's Road,Larkhall,Bath,"",BA1 6SD,3,fhrs_3_en-GB,2012-11-20,5,10,10,51.39744800000000,51.39744800000000
203956,06970/0016/0/000,Larkhall Liberal Club,Pub/bar/nightclub,7843,Larkhall Liberal Club,16 Lambridge Place,Lambridge,Bath,BA1 6RU,5,fhrs_5_en-GB,2012-03-05,5,5,5,51.39684800000000,51.39684800000000
205259,12500/1000/2/000,Larkhall Springs Nursing Home,Hospitals/Childcare/Caring Premises,5,Swainswick Gardens,Lower Swainswick,Bath,Bath And North East Somerset,BA1 6TL,5,fhrs_5_en-GB,2014-02-05,0,0,0,51.40141300000000,51.40141300000000
205008,11080/0012/0/000,Las Iguanas Restaurant,Restaurant/Cafe/Canteen,1,Las Iguanas,12 Seven Dials,Saw Close,City Centre,BA1 1EN,5,fhrs_5_en-GB,2013-09-09,0,5,0,51.38182000000000,51.38182000000000
205277,10/00324/MIXED,Laurel Farm,Other catering premises,7841,17 Carlingcott,Carlingcott,Bath,Bath And North East Somerset,BA2 8AN,4,fhrs_4_en-GB,2014-04-23,10,5,5,51.32195600000000,51.32195600000000
666604,14/00185/MIXED,Laurel Farm Kindergarten,Hospitals/Childcare/Caring Premises,5,Laurel Farm,17 Carlingcott,Carlingcott,Bath,BA2 8AN,4,fhrs_4_en-GB,2014-04-23,10,5,5,51.32195600000000,51.32195600000000
655889,14/00047/MIXED,Le Flamma,Restaurant/Cafe/Canteen,1,15 Argyle Street,Bathwick,Bath,Bath And North East Somerset,BA2 4BQ,5,fhrs_5_en-GB,2014-03-26,0,5,0,51.38321400000000,51.38321400000000
204082,08390/0001/0/000,Le Parisienne And Solo Pizza,Restaurant/Cafe/Canteen,1,Le Parisienne,1 Milsom Place,City Centre,Bath,BA1 1BZ,5,fhrs_5_en-GB,2012-05-28,5,5,5,51.38385000000000,51.38385000000000
204271,08/00178/MIXED,Lemons And Honey,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2012-03-16,5,5,5,"",""
204650,08/00209/MIXED,Lennies,Restaurant/Cafe/Canteen,1,18 Claverton Buildings,Widcombe,Bath,Bath And North East Somerset,BA2 4LD,4,fhrs_4_en-GB,2014-03-06,5,10,5,51.37668400000000,51.37668400000000
204128,15964/1000/2/000,Leonard Cheshire Disability,Hospitals/Childcare/Caring Premises,5,Greenhill House,South Road,Timsbury,Bath,BA2 0ES,5,fhrs_5_en-GB,2014-01-22,0,0,0,51.32368600000000,51.32368600000000
204660,06/00015/FOOD,Let Them Eat,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2009-04-29,5,5,0,"",""
205390,09/00081/MIXED,Lettuce And Lovage,Other catering premises,7841,"","","","","",4,fhrs_4_en-GB,2011-10-05,10,5,5,"",""
204192,02950/2800/0/C02,Level One,School/college/university,7845,Level One Restarant,University Of Bath Campus,Claverton Down,Bath,BA2 7BT,5,fhrs_5_en-GB,2011-05-25,5,0,0,51.38045000000000,51.38045000000000
204825,15697/1800/2/000,Lidl Limited,Retailers - supermarkets/hypermarkets,7840,Lidl (uk),39 High Street,Midsomer Norton,"",BA3 2DL,5,fhrs_5_en-GB,2009-01-27,5,5,5,51.28870800000000,51.28870800000000
205429,11010/0167/0/000,Lido Chef,Takeaway/sandwich shop,7844,167 Rush Hill,Southdown,Bath,"",BA2 2QZ,4,fhrs_4_en-GB,2013-12-16,"","","",51.36242700000000,51.36242700000000
556169,12/00306/MIXED,Life 365,Restaurant/Cafe/Canteen,1,The Rec House,High Street,Twerton,Bath,BA2 1DQ,5,fhrs_5_en-GB,2013-06-12,5,0,5,51.38080100000000,51.38080100000000
205133,08740/0014/0/000,Lifestyle Pharmacy,Retailers - other,4613,Lifestyle Pharmacy,14 New Bond Street,City Centre,Bath,BA1 1BE,Exempt,fhrs_exempt_en-GB,2012-11-13,"","","",51.38297000000000,51.38297000000000
205728,13800/0041/A/000,Lindisfarne Guest House,Hotel/bed & breakfast/guest house,7842,41A Warminster Road,Bathampton,Bath,"",BA2 6XJ,4,fhrs_4_en-GB,2012-09-18,10,5,5,51.39161200000000,51.39161200000000
588712,13/00102/MIXED,Link Products,Other catering premises,7841,Link Products  Batch Farm,Clutton Hill,Clutton,Bristol,BS39 5PJ,5,fhrs_5_en-GB,2013-09-18,5,5,5,51.33272600000000,51.33272600000000
556175,13/00072/FOOD,Little Blue Teapot,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2013-06-07,5,5,5,"",""
204223,15706/0000/3/C01,Little Fidgets Playgroup,Hospitals/Childcare/Caring Premises,5,Farrington Gurney Village Hall,Church Lane,Farrington Gurney,Bristol,BS39 6UA,Exempt,fhrs_exempt_en-GB,2009-06-05,"","","",51.29859000000000,51.29859000000000
666592,14/00035/MIXED,Little Monkeys,Hospitals/Childcare/Caring Premises,5,"","","","","",5,fhrs_5_en-GB,2014-05-21,0,0,0,"",""
204805,06/00250/MIXED,Little Scribblers Ltd,Hospitals/Childcare/Caring Premises,5,Scout Association,Charlcombe Lane,Larkhall,Bath,BA1 6NS,5,fhrs_5_en-GB,2013-12-17,0,0,0,51.40110300000000,51.40110300000000
204203,11/00295/MIXED,Little Star Nursery,Hospitals/Childcare/Caring Premises,5,Elm Hayes Surgery,Clandown Road,Paulton,Bristol,BS39 7SF,5,fhrs_5_en-GB,2013-12-10,0,0,0,51.30055500000000,51.30055500000000
204555,08/00181/MIXED,Little Stars Nursery,Hospitals/Childcare/Caring Premises,5,Church,Bristol Road,Farrington Gurney,Bristol,BS39 6TG,5,fhrs_5_en-GB,2013-12-10,0,0,0,51.29954600000000,51.29954600000000
204483,10/00115/MIXED,Little Willows Day Nursery,Hospitals/Childcare/Caring Premises,5,Powlett Road,Bathwick,Bath,"",BA2 6QH,4,fhrs_4_en-GB,2013-12-10,5,5,10,51.38837800000000,51.38837800000000
244488,11/00252/FOOD,"Little, Lush And Local",Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2012-03-02,5,5,5,"",""
550917,13/00095/MIXED,Live Arts Cafe,Restaurant/Cafe/Canteen,1,Chapel Arts Centre,St James Memorial Hall,Lower Borough Walls,City Centre,BA1 1QR,5,fhrs_5_en-GB,2013-05-23,5,0,0,51.37970600000000,51.37970600000000
205245,08530/0024/0/000,Livingstone Public House,Pub/bar/nightclub,7843,The Livingston Hotel,24 - 25 Moorland Road,Oldfield Park,Bath,BA2 3PW,5,fhrs_5_en-GB,2014-04-01,0,0,5,51.37771400000000,51.37771400000000
204587,15770/0054/0/000,Lloyds Pharmacy,Retailers - other,4613,54 High Street,Keynsham,Bristol,Bath And North East Somerset,BS31 1DX,Exempt,fhrs_exempt_en-GB,2014-02-17,"","","",51.41548000000000,51.41548000000000
205168,12680/4800/3/C01,Lloyds Pharmacy,Retailers - other,4613,Lloyds Pharmacy  Combe Down House,The Avenue,Combe Down,Bath,BA2 5EG,Exempt,fhrs_exempt_en-GB,2014-02-17,"","","",51.36102100000000,51.36102100000000
204752,115697/9259/2/000,Lloyds Pharmacy,Retailers - other,4613,Lloyds Pharmacy 1 - 2 Chesterfield,High Street,Midsomer Norton,Radstock,BA3 2DD,Exempt,fhrs_exempt_en-GB,2009-04-29,"","","",51.28678700000000,51.28678700000000
204328,15697/9290/2/000,Lloyds Pharmacy,Retailers - other,4613,Lloyds Pharmacy 75 - 76 Norton Hous,High Street,Midsomer Norton,Radstock,BA3 2DG,Exempt,fhrs_exempt_en-GB,2014-02-17,"","","",51.28800700000000,51.28800700000000
203957,09/00160/MIXED,Lloyd's Pharmacy,Retailers - other,4613,Lloyds Pharmacy,Clandown Road,Paulton,"",BS39 7SF,Exempt,fhrs_exempt_en-GB,2014-03-17,"","","",51.30055500000000,51.30055500000000
205452,10/00135/MIXED,Lloyd's Pharmacy,Retailers - other,4613,Lloyds Pharmacy,St Clement's Road,Keynsham,"",BS31 1BG,Exempt,fhrs_exempt_en-GB,2014-02-14,"","","",51.40967700000000,51.40967700000000
204167,08400/0024/0/000,Loch Fyne Restaurant,Restaurant/Cafe/Canteen,1,Loch Fyne Fish Restaurant,24 Milsom Street,City Centre,Bath,BA1 1DG,5,fhrs_5_en-GB,2012-11-20,0,5,5,51.38451300000000,51.38451300000000
204380,03050/0002/0/000,London Road Stores,Retailers - other,4613,3 Cleveland Place East,Walcot,Bath,"",BA1 5DJ,5,fhrs_5_en-GB,2014-04-01,5,0,5,51.39003200000000,51.39003200000000
482004,12/00339/MIXED,Longleat Homewood Park Ltd,Hotel/bed & breakfast/guest house,7842,Homewood Park Hotel,Homewood,Hinton Charterhouse,Bath,BA2 7TB,4,fhrs_4_en-GB,2012-11-29,"","","",51.33639600000000,51.33639600000000
204202,11/00290/FOOD,Longvernal Nursery School & Afterschool Playscheme,School/college/university,7845,Longvernal Primary School,Longvernal,Midsomer Norton,Radstock,BA3 2LP,Exempt,fhrs_exempt_en-GB,2012-01-31,"","","",51.28450200000000,51.28450200000000
204496,15691/9108/2/000,Longvernal Primary School,School/college/university,7845,Longvernal,Midsomer Norton,Radstock,Bath And North East Somerset,BA3 2LP,5,fhrs_5_en-GB,2012-09-13,0,5,0,51.16165924072270,51.16165924072270
359664,12/00129/MIXED,Lord Of The Grill,Mobile caterer,7846,Street Record,Stanier Road,Westmoreland,Bath,"",3,fhrs_3_en-GB,2012-03-14,10,10,10,"",""
204206,06/00118/MIXED,Louise Walker (Cookery Demonstrator),Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2014-02-26,5,5,5,"",""
204623,11/00046/FOOD,Love Cakes And Cookies,Other catering premises,7841,"","","","","",4,fhrs_4_en-GB,2011-03-29,5,10,5,"",""
204570,11/00273/MIXED,Love Newbridge Cafe,Restaurant/Cafe/Canteen,1,Weston Methodist Church,Newbridge Hill,Newbridge,Bath,BA1 3PR,5,fhrs_5_en-GB,2011-12-06,0,0,5,51.38662100000000,51.38662100000000
462957,11/00272/MIXED,Love Weston Cafe,Restaurant/Cafe/Canteen,1,Weston Free Church,High Street,Upper Weston,Bath,BA1 4DF,5,fhrs_5_en-GB,2012-10-05,5,0,5,51.39669100000000,51.39669100000000
205055,15603/2400/2/000,Lowers Garage,Retailers - other,4613,Temple Cloud Garage,Main Road,Temple Cloud,Bath And North East Somerset,BS39 5BZ,4,fhrs_4_en-GB,2009-03-23,5,0,10,51.32010000000000,51.32010000000000
668095,14/00033/MIXED,Lunch Box,Takeaway/sandwich shop,7844,Green Park Station,Green Park Road,City Centre,Bath,BA1 1JB,4,fhrs_4_en-GB,2014-04-11,5,5,10,51.38153800000000,51.38153800000000
642866,13/00159/MIXED,Lunch Club (Whitchurch United Reformed Church),Restaurant/Cafe/Canteen,1,Whitchurch United Reformed Church,24 Bristol Road,Whitchurch,Bristol,BS14 0PT,5,fhrs_5_en-GB,2014-02-24,0,0,0,51.40745100000000,51.40745100000000
570165,12/00338/MIXED,Luverrly Jacket Potatoes,Mobile caterer,7846,"","","","","",5,fhrs_5_en-GB,2013-07-11,5,5,5,"",""
205706,10190/0006/0/000,Lynwood Guest House,Hotel/bed & breakfast/guest house,7842,6 Pulteney Gardens,Widcombe,Bath,"",BA2 4HG,5,fhrs_5_en-GB,2013-08-27,5,0,5,51.37986200000000,51.37986200000000
205710,11/00052/MIXED,M&M,Takeaway/sandwich shop,7844,Magic Pizza,28A High Street,Keynsham,"",BS31 1DQ,4,fhrs_4_en-GB,2014-03-11,5,5,10,51.41700600000000,51.41700600000000
462968,12/00215/MIXED,Ma Cuisine,Manufacturers/packers,7839,3 - 4 St Saviour's Road,Larkhall,Bath,"",BA1 6RT,5,fhrs_5_en-GB,2013-04-17,0,0,5,51.39684500000000,51.39684500000000
204679,10/00293/MIXED,Made By Ben,Other catering premises,7841,100 Walcot Street,Bath,"","",BA1 5BG,4,fhrs_4_en-GB,2014-02-20,5,10,5,51.38729000000000,51.38729000000000
462960,12/00143/FOOD,Made By Jaq,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2012-10-29,5,0,5,"",""
462976,12/00259/FOOD,Made With Love Cakes And Cards By Josie,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2012-10-15,5,5,5,"",""
588713,13/00132/MIXED,Madrid Spanish Tapas Restaurant,Restaurant/Cafe/Canteen,1,5 Chapel Row,City Centre,Bath,"",BA1 1HN,5,fhrs_5_en-GB,2013-09-18,5,0,0,51.38274200000000,51.38274200000000
204088,08/00257/MIXED,Magic Box Pre-School,Hospitals/Childcare/Caring Premises,5,Village Hall,High Street,Wellow,Bath,BA2 8QQ,5,fhrs_5_en-GB,2011-04-04,5,5,5,51.32311200000000,51.32311200000000
668098,14/00079/MIXED,Magical Times,Mobile caterer,7846,"","","","","",4,fhrs_4_en-GB,2014-05-09,5,5,10,"",""
438771,12/00145/MIXED,Magna Minors Day Nursery,School/college/university,7845,Magna Minors,Chew Valley Medical Centre,Bell Lane,Chew Stoke,BS40 8BZ,5,fhrs_5_en-GB,2012-08-03,0,5,0,51.33240000000000,51.33240000000000
204115,11/00198/MIXED,Magna Minors Pre-School,School/college/university,7845,Chew Valley Children's Centre,Chew Lane,Chew Magna,Bristol,BS40 8QA,5,fhrs_5_en-GB,2011-10-07,5,0,5,51.36068700000000,51.36068700000000
205123,11500/0001/0/000,Mai Thai,Restaurant/Cafe/Canteen,1,Mai Thai Restaurant,6 Pierrepont Street,City Centre,Bath,BA1 1LB,4,fhrs_4_en-GB,2013-07-16,5,10,5,51.38031900000000,51.38031900000000
205695,10/00365/MIXED,Maisey's Bakery,Retailers - other,4613,Co-Operative Store A,Wells Road,Westfield,Radstock,BA3 3RQ,2,fhrs_2_en-GB,2014-01-25,15,15,10,51.29222700000000,51.29222700000000
205213,09/00032/MIXED,Mallards,Pub/bar/nightclub,7843,20 High Street,Midsomer Norton,"","",BA3 2DR,5,fhrs_5_en-GB,2013-10-22,5,5,5,51.28699100000000,51.28699100000000
204786,09/00153/MIXED,Mandalyn's,Pub/bar/nightclub,7843,Mandalyn'S,13 Fountain Buildings,City Centre,Bath,BA1 5DX,5,fhrs_5_en-GB,2014-04-03,5,5,5,51.38558400000000,51.38558400000000
204607,11870/0005/0/000,Mangia Bene,Retailers - other,4613,5 St James's Street,Lansdown,Bath,"",BA1 2TW,4,fhrs_4_en-GB,2013-06-14,5,10,5,51.38841500000000,51.38841500000000
204191,02930/0023/0/000,Manhattan,Takeaway/sandwich shop,7844,Manhattan Burger Bar,23 Claverton Buildings,Widcombe,Bath,BA2 4LD,5,fhrs_5_en-GB,2011-06-15,5,0,5,51.37668400000000,51.37668400000000
204330,15701/9095/2/000,Manor Farm House Residential Home,Hospitals/Childcare/Caring Premises,5,Manor Farm House Nursing Home,Church Street,Radstock,Bath And North East Somerset,BA3 3QG,5,fhrs_5_en-GB,2012-12-13,5,5,5,51.29070300000000,51.29070300000000
205247,03190/1300/2/000,Manor Study Tours Ltd,School/college/university,7845,Sulis Manor,Burnt House Road,Odd Down,Bath,BA2 2AQ,1,fhrs_1_en-GB,2013-06-11,5,15,20,51.35235300000000,51.35235300000000
205564,09340/1000/2/000,Manvers Gospel Hall,Other catering premises,7841,Manvers Hall,Old Orchard Street,City Centre,Bath,BA1 1JU,5,fhrs_5_en-GB,2012-03-23,5,5,5,51.38027100000000,51.38027100000000
554688,13/00044/FOOD,Mara Richards Cooking Club,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2013-06-07,5,5,5,"",""
204474,15848/1000/2/000,Mardon Flexible Sports And Social Club,Other catering premises,7841,Alcan Lawson Mardon Flexible Empty,Nightingale Way,Midsomer Norton,"",BA3 4AA,5,fhrs_5_en-GB,2014-04-01,5,5,5,"",""
204777,08860/0068/0/000,Marisha's Guest House,Hotel/bed & breakfast/guest house,7842,Marishas Guest House,68 Newbridge Hill,Newbridge,Bath,BA1 3QA,4,fhrs_4_en-GB,2012-10-05,5,0,10,51.38803000000000,51.38803000000000
409470,12/00164/MIXED,Market,Restaurant/Cafe/Canteen,1,Sawclose,City Centre,Bath,"",BA1 1EY,5,fhrs_5_en-GB,2013-02-25,5,5,5,51.38190400000000,51.38190400000000
205080,12220/0016/0/000,Marks And Spencer (Retail And Bakery),Retailers - supermarkets/hypermarkets,7840,Marks And Spencer Plc,16 - 18 Stall Street,City Centre,Bath,BA1 1QB,5,fhrs_5_en-GB,2012-07-30,0,0,0,51.38004200000000,51.38004200000000
205341,05/00121/FOOD,Marks And Spencer (Staff Restaurant),Restaurant/Cafe/Canteen,1,Marks And Spencer Plc,16 - 18 Stall Street,City Centre,Bath,BA1 1QB,5,fhrs_5_en-GB,2012-03-08,5,5,5,51.38004200000000,51.38004200000000
205536,14900/0075/3/C01,Marksbury And District Playgroup,Other catering premises,7841,Marksbury And District Playgroup  M,75 The Street,Marksbury,Bath,BA2 9HP,Exempt,fhrs_exempt_en-GB,2014-03-18,"","","",51.35969700000000,51.35969700000000
205201,14900/2900/2/000,Marksbury Primary School,School/college/university,7845,Marksbury C Of E Vc Primary School,9 The Street,Marksbury,Bath,BA2 9HS,5,fhrs_5_en-GB,2014-01-15,0,0,5,51.36111400000000,51.36111400000000
204362,14900/0075/0/000,Marksbury Village Hall,Other catering premises,7841,75 The Street,Marksbury,Bath,Bath And North East Somerset,BA2 9HP,Exempt,fhrs_exempt_en-GB,2013-04-25,"","","",51.35969700000000,51.35969700000000
204382,08050/1000/2/000,Marlborough House,Hotel/bed & breakfast/guest house,7842,Marlborough House Guest House,1 Marlborough Lane,Kingsmead,Bath,BA1 2NQ,4,fhrs_4_en-GB,2012-10-11,5,5,10,51.38470800000000,51.38470800000000
204619,08040/0035/0/000,Marlborough Tavern,Pub/bar/nightclub,7843,35 Marlborough Buildings,City Centre,Bath,"",BA1 2LY,3,fhrs_3_en-GB,2013-02-04,10,10,10,51.38773300000000,51.38773300000000
204084,08880/0004/0/000,Marmaris Restaurant,Restaurant/Cafe/Canteen,1,4 - 5 Newmarket Row,Grand Parade,Bath,"",BA2 4AN,4,fhrs_4_en-GB,2013-03-28,5,10,5,51.38253700000000,51.38253700000000
204674,08/00093/MIXED,Martin McColl,Retailers - other,4613,Martin Mccoll,4 - 6 Wellsway,Bath,Bath And North East Somerset,BA2 3AQ,4,fhrs_4_en-GB,2014-03-06,0,10,5,51.37406600000000,51.37406600000000
204269,08/00125/MIXED,Martin McColls,Retailers - other,4613,1 Rosewell Court,Bath,"","",BA1 2AG,4,fhrs_4_en-GB,2012-05-21,5,10,5,51.38128400000000,51.38128400000000
204028,08/00124/MIXED,Martin McColls,Retailers - other,4613,12 - 13 Claverton Buildings,Widcombe,Bath,Bath And North East Somerset,BA2 4LD,5,fhrs_5_en-GB,2012-11-07,0,0,5,51.37668400000000,51.37668400000000
205102,08/00132/MIXED,Martin McColls,Retailers - other,4613,14 Fortescue Road,Radstock,"","",BA3 3PJ,5,fhrs_5_en-GB,2012-04-30,5,5,5,51.29224000000000,51.29224000000000
204029,08/00129/MIXED,Martin McColls,Retailers - other,4613,43 Chandag Road,Keynsham,"","",BS31 1PW,4,fhrs_4_en-GB,2014-01-15,5,10,5,51.40841200000000,51.40841200000000
205352,08/00126/MIXED,Martin McColls,Retailers - other,4613,46 - 48 Moorland Road,Twerton,Bath,"",BA2 3PN,4,fhrs_4_en-GB,2011-02-09,5,10,5,51.37703300000000,51.37703300000000
204755,08/00123/MIXED,Martin McColls,Retailers - other,4613,6 Argyle Street,Bathwick,Bath,"",BA2 4BA,4,fhrs_4_en-GB,2012-06-20,5,5,10,51.38340200000000,51.38340200000000
204812,08/00083/MIXED,Martin McColls,Retailers - other,4613,7 Lambridge Buildings,Larkhall,Bath,"",BA1 6RS,5,fhrs_5_en-GB,2013-04-23,0,0,0,51.39706900000000,51.39706900000000
205164,08/00092/MIXED,Martin McColls,Retailers - other,4613,Bathwick Stores,33 Bathwick Street,Bathwick,Bath,BA2 6NZ,3,fhrs_3_en-GB,2014-05-15,5,10,10,51.38674500000000,51.38674500000000
204204,01560/2400/0/DC1,Martin McColls,Retailers - other,4613,Martin McColl,85 Bradford Road,Combe Down,Bath,BA2 5BP,3,fhrs_3_en-GB,2011-10-26,10,10,5,51.35909800000000,51.35909800000000
204989,08/00131/MIXED,Martin McColls,Retailers - other,4613,Martin Mccolls,39 - 41 Holmoak Road,Keynsham,Bristol,BS31 2RZ,5,fhrs_5_en-GB,2014-03-04,5,5,5,51.40568600000000,51.40568600000000
205353,08/00130/MIXED,Martin McColls,Retailers - other,4613,North Road,Timsbury,"","",BA2 0JJ,3,fhrs_3_en-GB,2011-09-15,10,10,5,51.32782500000000,51.32782500000000
204020,05040/0009/0/000,Martini Restaurant,Restaurant/Cafe/Canteen,1,Cafe Martini,9 George Street,City Centre,Bath,BA1 2EH,5,fhrs_5_en-GB,2013-09-10,0,5,0,51.38455400000000,51.38455400000000
205605,15697/0105/0/000,Martins,Retailers - other,4613,Martin The Newsagent Ltd,102 - 103 High Street,Midsomer Norton,"",BA3 2DA,5,fhrs_5_en-GB,2014-03-17,5,5,5,51.28600000000000,51.28600000000000
204295,10/00109/FOOD,Mary Roberts (St Luke's Coffee Shop),Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2011-09-12,5,5,5,"",""
581150,13/00138/MIXED,Masala Kitchen,Takeaway/sandwich shop,7844,7 High Street,Upper Weston,Bath,"",BA1 4BX,1,fhrs_1_en-GB,2013-08-27,5,10,20,51.39560700000000,51.39560700000000
205268,04/00127/FOOD,Matty's,Restaurant/Cafe/Canteen,1,15 St Peter's Terrace,Oldfield Park,Bath,"",BA2 3BT,5,fhrs_5_en-GB,2013-10-16,5,5,5,51.38125800000000,51.38125800000000
203981,05950/0260/0/000,Maurden's News,Retailers - other,4613,Maurden Newsagents,260 High Street,Batheaston,Bath,BA1 7RA,5,fhrs_5_en-GB,2014-04-01,5,5,5,51.40535700000000,51.40535700000000
633687,13/00174/MIXED,Maya,Takeaway/sandwich shop,7844,10 Rivers Street Place,City Centre,Bath,Bath And North East Somerset,BA1 2RS,4,fhrs_4_en-GB,2014-02-04,5,5,10,51.38776900000000,51.38776900000000
204183,10/00345/MIXED,McAvoys Cafe,Other catering premises,7841,Bus Terminal,1 Dorchester Street,Bath,"",BA1 1SS,3,fhrs_3_en-GB,2013-08-30,10,5,10,51.37823800000000,51.37823800000000
520703,12/00351/MIXED,McDonalds,Restaurant/Cafe/Canteen,1,Mcdonalds  Weston Lock Retail,Lower Bristol Road,Westmoreland,Bath,BA2 1EP,5,fhrs_5_en-GB,2013-02-14,0,0,0,51.38076700000000,51.38076700000000
482009,12/00352/MIXED,McDonalds,Restaurant/Cafe/Canteen,1,Mcdonalds Restaurants Ltd,40 Southgate Street,Bath,"",BA1 1TG,5,fhrs_5_en-GB,2012-11-26,0,5,5,51.37942900000000,51.37942900000000
588710,12/00226/MIXED,Meadow View,Hotel/bed & breakfast/guest house,7842,Ham Lane,Bishop Sutton,Bristol,Bath And North East Somerset,BS39 5TZ,5,fhrs_5_en-GB,2013-09-05,0,0,0,51.33602700000000,51.33602700000000
204798,01460/0033/0/000,Meadowland,Hotel/bed & breakfast/guest house,7842,36 Bloomfield Park,Bloomfield,Bath,Bath And North East Somerset,BA2 2BX,5,fhrs_5_en-GB,2009-04-29,5,5,5,51.36884000000000,51.36884000000000
204499,13650/0026/0/000,Mega Bite,Takeaway/sandwich shop,7844,26 Walcot Buildings,Walcot,Bath,"",BA1 6AD,1,fhrs_1_en-GB,2014-03-25,15,15,20,51.39107300000000,51.39107300000000
